Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
1270,"Europa-Strasse 19a, 8152 Opfikon, Switzerland",47.4338425,8.5614452,Moma,4.2,POINT (8.5614452 47.4338425),POINT (8.5614452 47.4338425)
1271,"Dufaux-Strasse 1, 8152 Opfikon, Switzerland",47.42282489999999,8.5590945,Kameha Grand Zürich,4.4,POINT (8.5590945 47.42282489999999),POINT (8.5590945 47.42282489999999)
1274,"Dennikofenweg 122, 3072 Ostermundigen, Switzerland",46.947437,7.490582000000001,Pizzeria Presto,4.0,POINT (7.490582000000001 46.947437),POINT (7.490582000000001 46.947437)
1275,"Bernstrasse 53, 3072 Ostermundigen, Switzerland",46.95739709999999,7.485796499999998,Ristorante Beaulieu GmbH,4.6,POINT (7.485796499999998 46.95739709999999),POINT (7.485796499999998 46.95739709999999)
1276,"Avenue du Château 6, 3960 Sierre, Switzerland",46.293964700000004,7.5338016,Trattoria della Piazza Sàrl,4.1,POINT (7.5338016 46.2939647),POINT (7.5338016 46.2939647)
1277,"20, Route des Lacs, 3960 Sierre, Switzerland",46.2901064,7.5364467999999984,Café Restaurant du Petit Lac,4.5,POINT (7.536446799999998 46.2901064),POINT (7.536446799999998 46.2901064)
1278,"Avenue du Rothorn 2, 3960 Sierre, Switzerland",46.294166600000004,7.5326517000000015,Restaurant Le Bourgeois,3.8,POINT (7.532651700000002 46.2941666),POINT (7.532651700000002 46.2941666)
1280,"Rue du Bourg 45, 3960 Sierre, Switzerland",46.29383989999999,7.536142,Restaurant-Pizzeria Les Arcades,4.5,POINT (7.536142 46.29383989999999),POINT (7.536142 46.29383989999999)
1281,"Route de Sion 6, 3960 Sierre, Switzerland",46.29119439999999,7.525950599999999,Pizzeria Ghiottone,4.1,POINT (7.525950599999999 46.29119439999999),POINT (7.525950599999999 46.29119439999999)
1282,"Wulfenia Platz 1, 9620 Hermagor, Austria",46.626565,13.37165,"Restaurant - ""Mari e Monti"" da Emanuela",4.3,POINT (13.37165 46.626565),POINT (13.37165 46.626565)
1283,"Chemin du Grand Lac 8, 3960 Sierre, Switzerland",46.285929100000004,7.540306,Auberge des Collines,4.1,POINT (7.540306 46.2859291),POINT (7.540306 46.2859291)
1286,"Dorf 13, 6167 Neustift im Stubaital, Austria",47.1108263,11.3062906,BOTTEGA No. 13,4.6,POINT (11.3062906 47.1108263),POINT (11.3062906 47.1108263)
1287,"Avenue du Général Guisan 19, 3960 Sierre-Siders, Switzerland",46.291901700000004,7.5302729999999976,Hotel Casino,3.4,POINT (7.530272999999998 46.2919017),POINT (7.530272999999998 46.2919017)
1288,"Rue de Ancien Cimetière 2, 3960 Sierre, Switzerland",46.294562400000004,7.532626400000002,Pizzeria Trattoria Gelateria Carbonia,4.3,POINT (7.532626400000002 46.2945624),POINT (7.532626400000002 46.2945624)
1289,"Chemin du Grand Lac 4, 3960 Sierre, Switzerland",46.289526200000005,7.541353900000001,Hôtel la Grotte,4.2,POINT (7.541353900000001 46.2895262),POINT (7.541353900000001 46.2895262)
1291,"Parking du Forum, Avenue du Rothorn 9B, 3960 Sierre, Switzerland",46.2934475,7.531975599999999,Terra Brasil Churrascaria,4.6,POINT (7.531975599999999 46.2934475),POINT (7.531975599999999 46.2934475)
1292,"Rue de Borzuat 1, 3960 Sierre, Switzerland",46.294469,7.536830900000001,Vache et Moi,4.5,POINT (7.536830900000001 46.294469),POINT (7.536830900000001 46.294469)
1293,"Rue Sainte-Catherine 4, 3960 Sierre, Switzerland",46.294202,7.521244999999999,Château de Villa,4.6,POINT (7.521244999999999 46.294202),POINT (7.521244999999999 46.294202)
1294,"Promenade 50, 7270 Davos, Switzerland",46.795195899999996,9.8214163,Damoro Restaurant Morosani Schweizerhof,4.5,POINT (9.821416299999999 46.7951959),POINT (9.821416299999999 46.7951959)
1295,"Maria-Gailer-Straße 18, 9500 Villach, Austria",46.60585579999999,13.8610835,L'Osteria Villach,3.9,POINT (13.8610835 46.60585579999999),POINT (13.8610835 46.60585579999999)
1296,"10 Place Massena, 06000 Nice, France",43.6966619,7.271217699999999,Attimi,4.2,POINT (7.271217699999999 43.6966619),POINT (7.271217699999999 43.6966619)
1297,"Rue Centrale 4, 3960 Sierre, Switzerland",46.29353,7.532947,Crêperie Central Avenue,4.3,POINT (7.532947 46.29353),POINT (7.532947 46.29353)
1298,"Rue des Iris, 98000 Monaco",43.7409097,7.4252444,Il Terrazzino,4.4,POINT (7.4252444 43.7409097),POINT (7.4252444 43.7409097)
1299,"90 Rue du Lyret, 74400 Chamonix-Mont-Blanc, France",45.921891200000005,6.869484,Casa Valerio,4.3,POINT (6.869484 45.9218912),POINT (6.869484 45.9218912)
1300,"Vicolo Alessandro Volta, Vicolo Chiesa, 3, 37010 Torri del Benaco VR, Italy",45.61018,10.68657,Pizzeria El Trincero',4.6,POINT (10.68657 45.61018),POINT (10.68657 45.61018)
1301,"Ferienart, Dorfweg 1, 3906 Saas-Fee, Switzerland",46.1082741,7.926746199999998,Restaurant Del Ponte,3.8,POINT (7.926746199999998 46.1082741),POINT (7.926746199999998 46.1082741)
1302,"Rue du Pas-de-l'Ours 6, 3963 Lens, Switzerland",46.3075713,7.467323099999999,"Pizzeria Ristorante Molino, Crans-Montana",4.2,POINT (7.467323099999999 46.3075713),POINT (7.467323099999999 46.3075713)
1303,"Voa Principala 41, 7078 Vaz/Obervaz, Switzerland",46.72812039999999,9.5575046,Restaurant Giardino,0.0,POINT (9.5575046 46.72812039999999),POINT (9.5575046 46.72812039999999)
1304,"Bahnhofstrasse 70, 3920 Zermatt, Switzerland",46.020641999999995,7.7463760000000015,Ristorante Pizzeria Grampi's,4.4,POINT (7.746376000000001 46.020642),POINT (7.746376000000001 46.020642)
1305,"Bozner Pl. 6, 6020 Innsbruck, Austria",47.26449470000001,11.3978354,Die Pizzerei,4.4,POINT (11.3978354 47.26449470000001),POINT (11.3978354 47.26449470000001)
1306,"Rue Sainte-Catherine 2, 3960 Sierre, Switzerland",46.2940391,7.5213988999999986,Oenothèque du Château de Villa,4.9,POINT (7.521398899999999 46.2940391),POINT (7.521398899999999 46.2940391)
1307,"KTW Str. 40, 6322 Kirchbichl, Austria",47.5010021,12.0826703,TRATTORIA LEVANTE,4.8,POINT (12.0826703 47.5010021),POINT (12.0826703 47.5010021)
1308,"Weissenbachweg 5, 6067 Absam, Austria",47.294823,11.515627,La Taverna Ristorante Pizzeria,4.7,POINT (11.515627 47.294823),POINT (11.515627 47.294823)
1309,"Ritterquai 3, 4500 Solothurn, Switzerland",47.207296,7.5397199000000015,Cantinetta Bindella Solothurn,4.2,POINT (7.539719900000001 47.207296),POINT (7.539719900000001 47.207296)
1310,"Adlergasse 1, 4500 Solothurn, Switzerland",47.20460070000001,7.536151200000001,Trattoria Napoli GmbH,4.4,POINT (7.536151200000001 47.20460070000001),POINT (7.536151200000001 47.20460070000001)
1311,"Goldgasse 15, 4500 Solothurn, Switzerland",47.2073247,7.537450200000001,da Daniele,4.2,POINT (7.537450200000001 47.2073247),POINT (7.537450200000001 47.2073247)
1312,"Fabrikstrasse 4, 4500 Solothurn, Switzerland",47.2118469,7.525683700000001,Trattoria Al Solito Posto,4.8,POINT (7.525683700000001 47.2118469),POINT (7.525683700000001 47.2118469)
1313,"Gerberngasse 5, 4500 Solothurn, Switzerland",47.2064028,7.5359143,Zur Grünen Ecke,4.4,POINT (7.5359143 47.2064028),POINT (7.5359143 47.2064028)
1314,"Glutz-Blotzheim-Strasse 1, 4500 Solothurn, Switzerland",47.20165799999999,7.528953,Ristorante Pizzeria Casablanca,4.1,POINT (7.528953 47.20165799999999),POINT (7.528953 47.20165799999999)
1315,"Berntorstrasse 6, 4500 Solothurn, Switzerland",47.2049066,7.536033,Ristorante II Ponte del Sole,4.4,POINT (7.536033 47.2049066),POINT (7.536033 47.2049066)
1316,"Wengistrasse 4, 4500 Solothurn, Switzerland",47.20662890000001,7.534149900000001,Pizzeria Trattoria Maria,2.3,POINT (7.534149900000001 47.20662890000001),POINT (7.534149900000001 47.20662890000001)
1317,"Gerberngasse 9, 4500 Solothurn, Switzerland",47.2065498,7.5359308,Restaurant Wengihaus,4.4,POINT (7.5359308 47.2065498),POINT (7.5359308 47.2065498)
1318,"Friedhofpl. 14, 4500 Solothurn, Switzerland",47.207254299999995,7.5357924,Egge14,4.1,POINT (7.5357924 47.2072543),POINT (7.5357924 47.2072543)
1319,"Landhausquai 17, 4500 Solothurn, Switzerland",47.20640170000001,7.5366215,Aarebar Solothurn,4.5,POINT (7.5366215 47.20640170000001),POINT (7.5366215 47.20640170000001)
1320,"Baselstrasse 47, 4500 Solothurn, Switzerland",47.212153,7.545024799999998,Restaurant Pizzeria Sternen,4.3,POINT (7.545024799999998 47.212153),POINT (7.545024799999998 47.212153)
1321,"Solothurnstrasse 139, 2540 Grenchen, Switzerland",47.19458579999999,7.4081801999999985,Spaghetteria Pizzeria Pomodoro,4.3,POINT (7.408180199999999 47.19458579999999),POINT (7.408180199999999 47.19458579999999)
1322,"Flughafenstrasse 30 c/o Bocciahalle, 2540 Grenchen, Switzerland",47.183921999999995,7.4080590000000015,"Restaurant Il Grottino, Grenchen",4.7,POINT (7.408059000000002 47.183922),POINT (7.408059000000002 47.183922)
1323,"Rue de Monruz 21, 2000 Neuchâtel, Switzerland",47.0048598,6.961477400000001,"Restaurant-Pizzeria, Tony's Bar, Palumbi",4.1,POINT (6.961477400000001 47.0048598),POINT (6.961477400000001 47.0048598)
1324,"Route de Fontaines 1, 2052 Fontainemelon, Switzerland",47.055909,6.890059,Restaurant Pizzeria de l'Union Fontainemelon,4.0,POINT (6.890059 47.055909),POINT (6.890059 47.055909)
1325,"Rue des Moulins 31, 2000 Neuchâtel, Switzerland",46.992704700000004,6.9278844999999984,Antica Gelateria Fiorentina,4.7,POINT (6.927884499999998 46.9927047),POINT (6.927884499999998 46.9927047)
1326,"Rue de l'Evole 4, 2000 Neuchâtel, Switzerland",46.9905412,6.9236323,Il Grotto,4.3,POINT (6.9236323 46.9905412),POINT (6.9236323 46.9905412)
1327,"Rue du Tertre 32, 2000 Neuchâtel, Switzerland",46.9945641,6.9308678,Cercle de la Colonia Libera Italiana di Neuchâtel,4.1,POINT (6.9308678 46.9945641),POINT (6.9308678 46.9945641)
1328,"Rue du Seyon 27, 2000 Neuchâtel, Switzerland",46.993359000000005,6.927457700000001,"Restaurant, Pizzeria 'Au Feu de Bois', Josephine Langone",3.7,POINT (6.927457700000001 46.99335900000001),POINT (6.927457700000001 46.99335900000001)
1331,"Rue de la Pierre-à-Mazel 10, 2000 Neuchâtel, Switzerland",46.9955785,6.943787700000001,Piazza,3.5,POINT (6.943787700000001 46.9955785),POINT (6.943787700000001 46.9955785)
1332,"Rue Saint-Maurice 13, 2525 Le Landeron, Switzerland",47.052501899999996,7.064831,Pizzeria-Restaurant Antica Roma,4.1,POINT (7.064831 47.0525019),POINT (7.064831 47.0525019)
1333,"La Corbatière 182, 2314 La Sagne NE, Switzerland",47.066422700000004,6.8345368,Restaurant La Bonne Auberge,4.3,POINT (6.8345368 47.0664227),POINT (6.8345368 47.0664227)
1334,"Rue de la Côte 68, 2000 Neuchâtel, Switzerland",46.994688599999996,6.9241635,Quick Pizzas Rizvic Sàrl,4.2,POINT (6.9241635 46.9946886),POINT (6.9241635 46.9946886)
1336,"Grand-Rue 19, 2046 Fontaines, Switzerland",47.0438951,6.9003893,Restaurant Le Manoir de la Poste,4.4,POINT (6.9003893 47.0438951),POINT (6.9003893 47.0438951)
1337,"Avenue de la Gare 1, 2000 Neuchâtel, Switzerland",46.993088,6.9301309999999985,Le PamBar,4.3,POINT (6.930130999999998 46.993088),POINT (6.930130999999998 46.993088)
1338,"Rue Léo-Châtelain 11, 2063 Fenin-Vilars-Saules, Switzerland",47.02564080000001,6.922137999999999,Auberge du Chasseur - Maria & Sonny Sàrl,4.4,POINT (6.922137999999999 47.02564080000001),POINT (6.922137999999999 47.02564080000001)
1339,"Rue de Flandres 1, 2000 Neuchâtel, Switzerland",46.990333,6.9290080000000005,Cercle National,3.7,POINT (6.929008000000001 46.990333),POINT (6.929008000000001 46.990333)
1340,"Rue de l'Ecluse 32, 2000 Neuchâtel, Switzerland",46.9927331,6.925724900000001,Restaurant Pizzeria La Gondola,3.8,POINT (6.925724900000001 46.9927331),POINT (6.925724900000001 46.9927331)
1341,"Rue de l'Aurore 6, 2053 Cernier, Switzerland",47.05864099999999,6.9090579,Restaurant d'Evologia La Terrassiette,3.5,POINT (6.9090579 47.05864099999999),POINT (6.9090579 47.05864099999999)
1342,"Rue du Réservoir 14, 2034 Peseux, Switzerland",46.99221259999999,6.888844099999999,Restaurant du Tennis de Peseux,4.3,POINT (6.888844099999999 46.99221259999999),POINT (6.888844099999999 46.99221259999999)
1343,"Rue de l'Eglise 4, 2063 Engollon, Switzerland",47.0386561,6.9230341,Terre Ô Fées,4.5,POINT (6.9230341 47.0386561),POINT (6.9230341 47.0386561)
1344,"Grand'Rue 24, 2056 Dombresson, Switzerland",47.071821,6.957933000000001,Michel Stangl,4.3,POINT (6.957933000000001 47.071821),POINT (6.957933000000001 47.071821)
1346,"Grand'Rue 9, 2034 Peseux NE, Switzerland",46.98694219999999,6.8882100999999984,"Kebab du Village, Kaçan",4.5,POINT (6.888210099999998 46.98694219999999),POINT (6.888210099999998 46.98694219999999)
1347,"F.-Soguel 2, 2053 Cernier, Switzerland",47.058803000000005,6.900989599999999,La Delizia,4.4,POINT (6.900989599999999 47.058803),POINT (6.900989599999999 47.058803)
1348,"Grand'Rue 10, 2034 Peseux NE, Switzerland",46.9868223,6.8884789999999985,P&P,4.0,POINT (6.888478999999998 46.9868223),POINT (6.888478999999998 46.9868223)
1349,"Rue du Château 16, 2013 Milvignes, Switzerland",46.966165999999994,6.861408,Restaurant L'Etoile,4.2,POINT (6.861408 46.96616599999999),POINT (6.861408 46.96616599999999)
1350,"Rue de Neuchâtel 16, 2034 Peseux, Switzerland",46.988019,6.8933396999999985,"Kiosque du Vignoble, Souchet J-M",4.6,POINT (6.893339699999999 46.988019),POINT (6.893339699999999 46.988019)
1351,"Grand'Rue 13, 2036 Corcelles-Cormondrèche, Switzerland",46.9811491,6.8716697,Chez Ross,4.1,POINT (6.8716697 46.9811491),POINT (6.8716697 46.9811491)
1352,"Rue de la Croix-d'Or 9, 2068 Hauterive, Switzerland",47.01326629999999,6.9721106,Auberge d'Hauterive,4.7,POINT (6.9721106 47.01326629999999),POINT (6.9721106 47.01326629999999)
1353,"Place des Halles 11, 2000 Neuchâtel, Switzerland",46.9906673,6.928725300000001,Trattoria du Soleil,4.1,POINT (6.928725300000001 46.9906673),POINT (6.928725300000001 46.9906673)
1354,"Place de la Fontaine 2, 2034 Peseux, Switzerland",46.987102500000006,6.8892223,Auberge du Grand Pin,4.1,POINT (6.8892223 46.98710250000001),POINT (6.8892223 46.98710250000001)
1355,"Rue du Bassin 10, 2000 Neuchâtel, Switzerland",46.99013370000001,6.930411099999999,Pizzeria Fleur-de-Lys,4.2,POINT (6.930411099999999 46.99013370000001),POINT (6.930411099999999 46.99013370000001)
1356,"Rue Auguste-Bachelin 1, 2074 Marin-Epagnier, Switzerland",47.00939049999999,6.9996554999999985,"Pizzeria la Pergola ""chez Ross""",4.3,POINT (6.999655499999998 47.00939049999999),POINT (6.999655499999998 47.00939049999999)
1357,"Rue Fleury 1, 2000 Neuchâtel, Switzerland",46.9914725,6.9283671,Restaurant le Banneret,4.4,POINT (6.9283671 46.9914725),POINT (6.9283671 46.9914725)
1358,"Fbg de l'Hôpital 31, 2000 Neuchâtel, Switzerland",46.994285299999994,6.9352323,Ananda Café Boutique,5.0,POINT (6.9352323 46.99428529999999),POINT (6.9352323 46.99428529999999)
1360,"Centre commercial CAP 2000, Place de la Fontaine 4, 2034 Peseux NE, Switzerland",46.9864532,6.8894253,Bar-Pizzeria L'ilôt,3.7,POINT (6.8894253 46.9864532),POINT (6.8894253 46.9864532)
1361,"Avenue des Champs-Montants 10A, 2074 Marin-Epagnier, Switzerland",47.0125752,6.999773999999999,Terzopiano ristorante,4.4,POINT (6.999773999999999 47.0125752),POINT (6.999773999999999 47.0125752)
1362,"Fbg Ph.-Suchard 31, 2017 Boudry, Switzerland",46.955846,6.83149,Café du Pont,4.3,POINT (6.83149 46.955846),POINT (6.83149 46.955846)
1363,"Rue des Rochettes 10, 2017 Boudry, Switzerland",46.9484083,6.8369303,Colonia Libera Italiana,4.5,POINT (6.8369303 46.9484083),POINT (6.8369303 46.9484083)
1364,"Chemin de la Plaine 11, 2013 Boudry, Switzerland",46.9594503,6.864068799999999,Restaurant Aux Ailes SARL,3.9,POINT (6.864068799999999 46.9594503),POINT (6.864068799999999 46.9594503)
1365,"Quai Robert-Comtesse 4, 2000 Neuchâtel, Switzerland",46.99389009999999,6.944440699999999,Café des Amis,4.0,POINT (6.944440699999999 46.99389009999999),POINT (6.944440699999999 46.99389009999999)
1366,"Im Städtchen 24, 3235 Erlach, Switzerland",47.0437153,7.097000299999999,Pizzeria Margherita,4.4,POINT (7.097000299999999 47.0437153),POINT (7.097000299999999 47.0437153)
1368,"Rue de la Paix 83, 2300 La Chaux-de-Fonds, Switzerland",47.0997701,6.821276200000001,Restaurant de l'Abeille,4.2,POINT (6.821276200000001 47.0997701),POINT (6.821276200000001 47.0997701)
1369,"Route de Grandson 2, 2017 Boudry, Switzerland",46.9489696,6.833831,auberge des vieux-toits,3.6,POINT (6.833831 46.9489696),POINT (6.833831 46.9489696)
1370,"Centre sportif, 2068 Hauterive, Switzerland",47.016335,6.977022,Chez Calzette,3.9,POINT (6.977022 47.016335),POINT (6.977022 47.016335)
1371,"Rue des Envers 38, 2400 Le Locle, Switzerland",47.0561309,6.748101299999999,Restaurant Le Frascati,4.0,POINT (6.748101299999999 47.0561309),POINT (6.748101299999999 47.0561309)
1372,"Rue du Temple 6, 2610 Saint-Imier, Switzerland",47.152916,6.9975788,"Restaurant du Nord, Cosimo et Martine Pisanello Münger",4.3,POINT (6.9975788 47.152916),POINT (6.9975788 47.152916)
1373,"2300 La Chaux-de-Fonds, Switzerland",47.102182,6.8285179000000005,Au Paradis Du Kebab,4.1,POINT (6.8285179 47.102182),POINT (6.8285179 47.102182)
1374,"Route du Lac 20, 2017 Boudry, Switzerland",46.9488251,6.8708459,Café Restaurant Plage de Boudry,4.3,POINT (6.8708459 46.9488251),POINT (6.8708459 46.9488251)
1375,"Rue du Bassin 12, 2000 Neuchâtel, Switzerland",46.99004129999999,6.9305129,Fiorello Piadineria,4.5,POINT (6.9305129 46.99004129999999),POINT (6.9305129 46.99004129999999)
1376,"Rue de la Paix 69, 2300 La Chaux-de-Fonds, Switzerland",47.100612,6.8225050000000005,Brasserie la feuille de vigne,4.5,POINT (6.822505 47.100612),POINT (6.822505 47.100612)
1377,"Rue Saint-Pierre 6, 1700 Fribourg, Switzerland",46.803598799999996,7.1548481,Vapiano,4.0,POINT (7.1548481 46.8035988),POINT (7.1548481 46.8035988)
1378,"Avenue Léopold-Robert 61, 2300 La Chaux-de-Fonds, Switzerland",47.0999876,6.825591499999999,Brasserie Terminus,4.2,POINT (6.825591499999999 47.0999876),POINT (6.825591499999999 47.0999876)
1381,"Am Dorfbach 40, 8308 Illnau, Switzerland",47.4137261,8.721432400000001,Piccolo,4.9,POINT (8.721432400000001 47.4137261),POINT (8.721432400000001 47.4137261)
1382,"Märtpl. 15, 8307 Illnau-Effretikon, Switzerland",47.428066799999996,8.685163699999999,Villa Barone,4.7,POINT (8.685163699999999 47.4280668),POINT (8.685163699999999 47.4280668)
1383,"Bahnhofstrasse 23, 8307 Illnau-Effretikon, Switzerland",47.426399200000006,8.686317599999999,Tomate,3.9,POINT (8.686317599999999 47.42639920000001),POINT (8.686317599999999 47.42639920000001)
1384,"Metzgergasse 1, 3400 Burgdorf, Switzerland",47.05749609999999,7.627950100000001,Restaurant Piazzetta,4.3,POINT (7.627950100000001 47.05749609999999),POINT (7.627950100000001 47.05749609999999)
1385,"Rütschelengasse 17, 3400 Burgdorf, Switzerland",47.0553451,7.6273944999999985,Da Gino,4.3,POINT (7.627394499999999 47.0553451),POINT (7.627394499999999 47.0553451)
1386,"Tiergarten 1, 3400 Burgdorf, Switzerland",47.0624201,7.6161283,Pizzeria Salsa,4.5,POINT (7.6161283 47.0624201),POINT (7.6161283 47.0624201)
1387,"Lyssachstrasse 80, 3400 Burgdorf, Switzerland",47.059794399999994,7.6132864,Restaurant National,4.4,POINT (7.6132864 47.05979439999999),POINT (7.6132864 47.05979439999999)
1388,"8, Metzgergasse, 3400 Burgdorf, Switzerland",47.05740489999999,7.626718400000001,Restaurant Serendib,4.7,POINT (7.626718400000001 47.05740489999999),POINT (7.626718400000001 47.05740489999999)
1389,"Bahnhofstrasse 57, 3400 Burgdorf, Switzerland",47.0600325,7.621900599999999,Restaurant - Pizzeria Bernerhof,4.1,POINT (7.621900599999999 47.0600325),POINT (7.621900599999999 47.0600325)
1390,"Metzgergasse 12, 3400 Burgdorf, Switzerland",47.0572884,7.626507399999999,Gedult GmbH,4.8,POINT (7.626507399999999 47.0572884),POINT (7.626507399999999 47.0572884)
1391,"Rütschelengasse 17, 3400 Burgdorf, Switzerland",47.0553451,7.6273944999999985,Restaurant Chin-Chin,3.5,POINT (7.627394499999999 47.0553451),POINT (7.627394499999999 47.0553451)
1392,"1 Solothurnstrasse, 3422 Kirchberg, Switzerland",47.08575820000001,7.584216199999998,Trattoria Giardino,4.5,POINT (7.584216199999998 47.08575820000001),POINT (7.584216199999998 47.08575820000001)
1393,"Lyssachstrasse 23, 3400 Burgdorf, Switzerland",47.059020000000004,7.6219480000000015,Express Pizza Kurier,4.3,POINT (7.621948000000001 47.05902),POINT (7.621948000000001 47.05902)
1394,"Seedammstrasse 3, 8808 Freienbach, Switzerland",47.203353899999996,8.789645,Ristorante PUNTO,4.7,POINT (8.789645 47.2033539),POINT (8.789645 47.2033539)
1395,"Firststrasse 1, 8835 Feusisberg, Switzerland",47.1894559,8.7365462,Doppio Gusto - Italian Pizza & Restaurant,4.7,POINT (8.736546199999999 47.1894559),POINT (8.736546199999999 47.1894559)
1396,"Dorfstrasse 10, 8835 Feusisberg, Switzerland",47.1846779,8.743039,Mauri's La Casa,4.4,POINT (8.743039 47.1846779),POINT (8.743039 47.1846779)
1397,"Feusisgartenstrasse 21, 8835 Feusisberg, Switzerland",47.1870708,8.7556656,Restaurant Pizzeria Da Attilio,3.5,POINT (8.7556656 47.1870708),POINT (8.7556656 47.1870708)
1399,"Kantonsstrasse 85, 8807 Freienbach, Switzerland",47.206912200000005,8.7554103,Restaurant Pizzeria Angolino,3.8,POINT (8.755410299999999 47.2069122),POINT (8.755410299999999 47.2069122)
1403,"Churerstrasse 109, 8808 Freienbach, Switzerland",47.201930100000006,8.7871252,"Pizzeria Da Franco, Lancellotti Franco",4.4,POINT (8.7871252 47.20193010000001),POINT (8.7871252 47.20193010000001)
1405,"Marktgasse 21, 8640 Rapperswil-Jona, Switzerland",47.2261218,8.8149031,"San Marco - Ristorante, Pizzeria, Terrazza",3.8,POINT (8.8149031 47.2261218),POINT (8.8149031 47.2261218)
1406,"Talstrasse 33, 8808 Freienbach, Switzerland",47.199746999999995,8.796838000000001,pizza bella,4.3,POINT (8.796838000000001 47.199747),POINT (8.796838000000001 47.199747)
1407,"Bahnhofstrasse 21, 8852 Altendorf, Switzerland",47.1939729,8.8223872,alla Stazione,4.7,POINT (8.8223872 47.1939729),POINT (8.8223872 47.1939729)
1409,"Bahnhofstrasse 13, 8808 Freienbach, Switzerland",47.20265879999999,8.778145499999999,Capolinea Ristorante Bar & Mercato,4.2,POINT (8.778145499999999 47.20265879999999),POINT (8.778145499999999 47.20265879999999)
1410,"Churerstrasse 77, 8808 Freienbach, Switzerland",47.20172720000001,8.782935799999999,dieci Pizzakurier Pfäffikon SZ,4.3,POINT (8.782935799999999 47.20172720000001),POINT (8.782935799999999 47.20172720000001)
1413,"Gwattstrasse 11, 8808 Freienbach, Switzerland",47.2007932,8.7936756,SPIGA Ristorante Seedamm-Center,3.7,POINT (8.7936756 47.2007932),POINT (8.7936756 47.2007932)
1414,"Viale Verbano 9, 6600 Muralto Locarno, Switzerland",46.17160579999999,8.801881,Ristorante Sensi,4.2,POINT (8.801881 46.17160579999999),POINT (8.801881 46.17160579999999)
1415,"Vicolo Dei Chiara 1, 6600 Muralto, Switzerland",46.17187699999999,8.806185000000001,Osteria Chiara,4.7,POINT (8.806185000000001 46.17187699999999),POINT (8.806185000000001 46.17187699999999)
1416,"Via del Tiglio 1, 6605 Locarno Monti, Switzerland",46.1734654,8.787580499999999,Ristorante La Chiesa,4.6,POINT (8.787580499999999 46.1734654),POINT (8.787580499999999 46.1734654)
1417,"Via Locarno 2, 6616 Losone, Switzerland",46.164607600000004,8.7606604,Ristorante Centrale Losone,4.6,POINT (8.760660400000001 46.1646076),POINT (8.760660400000001 46.1646076)
1418,"Via Torretta 7, 6600 Locarno, Switzerland",46.1704067,8.795869,Ristorante Da Valentino,4.5,POINT (8.795869 46.1704067),POINT (8.795869 46.1704067)
1419,"Piazza Burbaglio, 6600 Muralto, Switzerland",46.17170489999999,8.807065099999997,Ristorante-Pizzeria La Tegola,4.1,POINT (8.807065099999997 46.17170489999999),POINT (8.807065099999997 46.17170489999999)
1420,"Via Cittadella 18, 6600 Locarno, Switzerland",46.1696967,8.793559199999999,Ristorante Cittadella,4.1,POINT (8.793559199999999 46.1696967),POINT (8.793559199999999 46.1696967)
1421,"Via Contrattempi 3, 6616 Losone, Switzerland",46.1633465,8.762237800000001,Osteria Grotto Contrattempi,4.4,POINT (8.762237800000001 46.1633465),POINT (8.762237800000001 46.1633465)
1422,"Via Castelrotto 16, 6600 Locarno, Switzerland",46.1691782,8.7903592,Ristorante Campagna Trattoria,4.0,POINT (8.790359199999999 46.1691782),POINT (8.790359199999999 46.1691782)
1423,"Via della Motta 7, 6600 Locarno, Switzerland",46.1688689,8.7935645,Ristorante Boccalino,4.3,POINT (8.7935645 46.1688689),POINT (8.7935645 46.1688689)
1424,"Via Bartolomeo Varenna 1, 6600 Locarno, Switzerland",46.16802,8.790849999999999,Ristorante Vallemaggia,4.4,POINT (8.790849999999999 46.16802),POINT (8.790849999999999 46.16802)
1425,"Via Gioacchino Respini 9, 6600 Locarno, Switzerland",46.162425,8.803451899999997,BLU Restaurant & Lounge,4.3,POINT (8.803451899999997 46.162425),POINT (8.803451899999997 46.162425)
1426,"Via Bartolomeo Rusca 8, 6600 Locarno, Switzerland",46.1688581,8.7932696,Caffè Bartolomeo,4.6,POINT (8.7932696 46.1688581),POINT (8.7932696 46.1688581)
1427,"Via Bossi 1, 6600 Locarno, Switzerland",46.169083,8.79445,Ristorante Locanda Locarnese,4.3,POINT (8.794449999999999 46.169083),POINT (8.794449999999999 46.169083)
1428,"Via Marcacci 9, 6600 Locarno, Switzerland",46.1704732,8.7949424,La Trattoria,4.2,POINT (8.7949424 46.1704732),POINT (8.7949424 46.1704732)
1429,"Via Bernardino Luini 13, 6600 Locarno, Switzerland",46.1680097,8.7969359,La Bottega del Vino,4.7,POINT (8.796935899999999 46.1680097),POINT (8.796935899999999 46.1680097)
1430,"Via del Tiglio 1, 6605 Locarno Monti, Switzerland",46.1735408,8.7878699,La Chiesa,5.0,POINT (8.7878699 46.1735408),POINT (8.7878699 46.1735408)
1431,"Via ai Monti della Trinità 44, 6600 Locarno, Switzerland",46.1730487,8.795922000000001,La Fontana Ristorante & Bar,3.9,POINT (8.795922000000001 46.1730487),POINT (8.795922000000001 46.1730487)
1432,"Via Marcacci 11, 6600 Locarno, Switzerland",46.17050680000001,8.794837300000001,L'Archetto,4.8,POINT (8.794837300000001 46.17050680000001),POINT (8.794837300000001 46.17050680000001)
